STATEFP,STATE,STATEABBREVIATION,DISTRICT,YEAR,INDICATOR,VALUE
8,Colorado,CO,5,2014,drugdeaths,139
8,Colorado,CO,5,2015,drugdeaths,146
8,Colorado,CO,5,2016,drugdeaths,183
8,Colorado,CO,5,2017,drugdeaths,197
8,Colorado,CO,6,2010,drugdeaths,171
8,Colorado,CO,6,2011,drugdeaths,203
8,Colorado,CO,6,2012,drugdeaths,213
8,Colorado,CO,6,2013,drugdeaths,214
8,Colorado,CO,6,2014,drugdeaths,221
8,Colorado,CO,6,2015,drugdeaths,210
8,Colorado,CO,6,2016,drugdeaths,228
8,Colorado,CO,6,2017,drugdeaths,225
8,Colorado,CO,7,2010,drugdeaths,123
8,Colorado,CO,7,2011,drugdeaths,166
8,Colorado,CO,7,2012,drugdeaths,177
8,Colorado,CO,7,2013,drugdeaths,165
8,Colorado,CO,7,2014,drugdeaths,184
8,Colorado,CO,7,2015,drugdeaths,173
8,Colorado,CO,7,2016,drugdeaths,186
8,Colorado,CO,7,2017,drugdeaths,205
9,Connecticut,CT,1,2010,drugdeaths,131
9,Connecticut,CT,1,2011,drugdeaths,133
9,Connecticut,CT,1,2012,drugdeaths,170
9,Connecticut,CT,1,2013,drugdeaths,212
9,Connecticut,CT,1,2014,drugdeaths,250
9,Connecticut,CT,1,2015,drugdeaths,307
9,Connecticut,CT,1,2016,drugdeaths,363
9,Connecticut,CT,1,2017,drugdeaths,419
9,Connecticut,CT,2,2010,drugdeaths,274
9,Connecticut,CT,2,2011,drugdeaths,316
9,Connecticut,CT,2,2012,drugdeaths,333
9,Connecticut,CT,2,2013,drugdeaths,429
9,Connecticut,CT,2,2014,drugdeaths,464
9,Connecticut,CT,2,2015,drugdeaths,602
9,Connecticut,CT,2,2016,drugdeaths,748
9,Connecticut,CT,2,2017,drugdeaths,842
9,Connecticut,CT,3,2010,drugdeaths,203
9,Connecticut,CT,3,2011,drugdeaths,222
9,Connecticut,CT,3,2012,drugdeaths,219
9,Connecticut,CT,3,2013,drugdeaths,294
9,Connecticut,CT,3,2014,drugdeaths,289
9,Connecticut,CT,3,2015,drugdeaths,397
9,Connecticut,CT,3,2016,drugdeaths,484
9,Connecticut,CT,3,2017,drugdeaths,519
9,Connecticut,CT,4,2010,drugdeaths,177
9,Connecticut,CT,4,2011,drugdeaths,200
9,Connecticut,CT,4,2012,drugdeaths,190
9,Connecticut,CT,4,2013,drugdeaths,273
9,Connecticut,CT,4,2014,drugdeaths,254
9,Connecticut,CT,4,2015,drugdeaths,356
9,Connecticut,CT,4,2016,drugdeaths,435
9,Connecticut,CT,4,2017,drugdeaths,470
9,Connecticut,CT,5,2010,drugdeaths,282
9,Connecticut,CT,5,2011,drugdeaths,311
9,Connecticut,CT,5,2012,drugdeaths,331
9,Connecticut,CT,5,2013,drugdeaths,464
9,Connecticut,CT,5,2014,drugdeaths,469
9,Connecticut,CT,5,2015,drugdeaths,622
9,Connecticut,CT,5,2016,drugdeaths,749
9,Connecticut,CT,5,2017,drugdeaths,840
10,Delaware,DE,1,2010,drugdeaths,145
10,Delaware,DE,1,2011,drugdeaths,160
10,Delaware,DE,1,2012,drugdeaths,141
10,Delaware,DE,1,2013,drugdeaths,166
10,Delaware,DE,1,2014,drugdeaths,189
10,Delaware,DE,1,2015,drugdeaths,198
10,Delaware,DE,1,2016,drugdeaths,282
10,Delaware,DE,1,2017,drugdeaths,338
11,District of Columbia,DC,1,2010,drugdeaths,78
11,District of Columbia,DC,1,2011,drugdeaths,86
11,District of Columbia,DC,1,2012,drugdeaths,77
11,District of Columbia,DC,1,2013,drugdeaths,102
11,District of Columbia,DC,1,2014,drugdeaths,96
11,District of Columbia,DC,1,2015,drugdeaths,125
11,District of Columbia,DC,1,2016,drugdeaths,269
11,District of Columbia,DC,1,2017,drugdeaths,310
12,Florida,FL,1,2010,drugdeaths,76
12,Florida,FL,1,2011,drugdeaths,81
12,Florida,FL,1,2012,drugdeaths,83
12,Florida,FL,1,2013,drugdeaths,50
12,Florida,FL,1,2014,drugdeaths,79
12,Florida,FL,1,2015,drugdeaths,132
12,Florida,FL,1,2016,drugdeaths,110
12,Florida,FL,1,2017,drugdeaths,136
12,Florida,FL,2,2010,drugdeaths,128
12,Florida,FL,2,2011,drugdeaths,79
12,Florida,FL,2,2012,drugdeaths,116
12,Florida,FL,2,2013,drugdeaths,102
12,Florida,FL,2,2014,drugdeaths,118
12,Florida,FL,2,2015,drugdeaths,108
12,Florida,FL,2,2016,drugdeaths,224
12,Florida,FL,2,2017,drugdeaths,219
12,Florida,FL,3,2010,drugdeaths,133
12,Florida,FL,3,2011,drugdeaths,123
12,Florida,FL,3,2012,drugdeaths,109
12,Florida,FL,3,2013,drugdeaths,122
12,Florida,FL,3,2014,drugdeaths,108
12,Florida,FL,3,2015,drugdeaths,125
12,Florida,FL,3,2016,drugdeaths,263
12,Florida,FL,3,2017,drugdeaths,232
12,Florida,FL,4,2010,drugdeaths,187
12,Florida,FL,4,2011,drugdeaths,184
12,Florida,FL,4,2012,drugdeaths,204
12,Florida,FL,4,2013,drugdeaths,178
12,Florida,FL,4,2014,drugdeaths,171
12,Florida,FL,4,2015,drugdeaths,192
12,Florida,FL,4,2016,drugdeaths,459
12,Florida,FL,4,2017,drugdeaths,508
12,Florida,FL,5,2010,drugdeaths,180
12,Florida,FL,5,2011,drugdeaths,164
12,Florida,FL,5,2012,drugdeaths,196
12,Florida,FL,5,2013,drugdeaths,171
12,Florida,FL,5,2014,drugdeaths,179
12,Florida,FL,5,2015,drugdeaths,196
12,Florida,FL,5,2016,drugdeaths,426
12,Florida,FL,5,2017,drugdeaths,486
12,Florida,FL,6,2010,drugdeaths,185
12,Florida,FL,6,2011,drugdeaths,173
12,Florida,FL,6,2012,drugdeaths,148
12,Florida,FL,6,2013,drugdeaths,163
12,Florida,FL,6,2014,drugdeaths,152
12,Florida,FL,6,2015,drugdeaths,183
12,Florida,FL,6,2016,drugdeaths,212
12,Florida,FL,6,2017,drugdeaths,287
12,Florida,FL,7,2010,drugdeaths,226
12,Florida,FL,7,2011,drugdeaths,211
12,Florida,FL,7,2012,drugdeaths,183
12,Florida,FL,7,2013,drugdeaths,178
12,Florida,FL,7,2014,drugdeaths,232
12,Florida,FL,7,2015,drugdeaths,261
12,Florida,FL,7,2016,drugdeaths,301
12,Florida,FL,7,2017,drugdeaths,337
12,Florida,FL,8,2010,drugdeaths,314
12,Florida,FL,8,2011,drugdeaths,301
12,Florida,FL,8,2012,drugdeaths,271
12,Florida,FL,8,2013,drugdeaths,244
12,Florida,FL,8,2014,drugdeaths,315
12,Florida,FL,8,2015,drugdeaths,371
12,Florida,FL,8,2016,drugdeaths,428
12,Florida,FL,8,2017,drugdeaths,499
12,Florida,FL,9,2010,drugdeaths,277
12,Florida,FL,9,2011,drugdeaths,305
12,Florida,FL,9,2012,drugdeaths,255
12,Florida,FL,9,2013,drugdeaths,251
12,Florida,FL,9,2014,drugdeaths,311
12,Florida,FL,9,2015,drugdeaths,333
12,Florida,FL,9,2016,drugdeaths,401
12,Florida,FL,9,2017,drugdeaths,439
12,Florida,FL,10,2010,drugdeaths,155
12,Florida,FL,10,2011,drugdeaths,151
12,Florida,FL,10,2012,drugdeaths,135
12,Florida,FL,10,2013,drugdeaths,123
12,Florida,FL,10,2014,drugdeaths,177
12,Florida,FL,10,2015,drugdeaths,195
12,Florida,FL,10,2016,drugdeaths,216
12,Florida,FL,10,2017,drugdeaths,229
12,Florida,FL,11,2010,drugdeaths,189
12,Florida,FL,11,2011,drugdeaths,173
12,Florida,FL,11,2012,drugdeaths,153
12,Florida,FL,11,2013,drugdeaths,173
12,Florida,FL,11,2014,drugdeaths,150
12,Florida,FL,11,2015,drugdeaths,173
12,Florida,FL,11,2016,drugdeaths,309
12,Florida,FL,11,2017,drugdeaths,304
12,Florida,FL,12,2010,drugdeaths,724
12,Florida,FL,12,2011,drugdeaths,646
12,Florida,FL,12,2012,drugdeaths,533
12,Florida,FL,12,2013,drugdeaths,455
12,Florida,FL,12,2014,drugdeaths,458
12,Florida,FL,12,2015,drugdeaths,479
12,Florida,FL,12,2016,drugdeaths,639
12,Florida,FL,12,2017,drugdeaths,642
12,Florida,FL,13,2010,drugdeaths,284
12,Florida,FL,13,2011,drugdeaths,251
12,Florida,FL,13,2012,drugdeaths,231
12,Florida,FL,13,2013,drugdeaths,185
12,Florida,FL,13,2014,drugdeaths,190
12,Florida,FL,13,2015,drugdeaths,190
12,Florida,FL,13,2016,drugdeaths,258
12,Florida,FL,13,2017,drugdeaths,251
12,Florida,FL,14,2010,drugdeaths,263
12,Florida,FL,14,2011,drugdeaths,245
12,Florida,FL,14,2012,drugdeaths,190
12,Florida,FL,14,2013,drugdeaths,167
12,Florida,FL,14,2014,drugdeaths,163
12,Florida,FL,14,2015,drugdeaths,176
12,Florida,FL,14,2016,drugdeaths,227
12,Florida,FL,14,2017,drugdeaths,236
12,Florida,FL,15,2010,drugdeaths,397
12,Florida,FL,15,2011,drugdeaths,402
12,Florida,FL,15,2012,drugdeaths,304
12,Florida,FL,15,2013,drugdeaths,294
12,Florida,FL,15,2014,drugdeaths,296
12,Florida,FL,15,2015,drugdeaths,320
12,Florida,FL,15,2016,drugdeaths,406
12,Florida,FL,15,2017,drugdeaths,466
12,Florida,FL,16,2010,drugdeaths,424
12,Florida,FL,16,2011,drugdeaths,405
12,Florida,FL,16,2012,drugdeaths,310
12,Florida,FL,16,2013,drugdeaths,306
12,Florida,FL,16,2014,drugdeaths,308
12,Florida,FL,16,2015,drugdeaths,420
12,Florida,FL,16,2016,drugdeaths,490
12,Florida,FL,16,2017,drugdeaths,501
12,Florida,FL,17,2010,drugdeaths,308
12,Florida,FL,17,2011,drugdeaths,340
12,Florida,FL,17,2012,drugdeaths,246
12,Florida,FL,17,2013,drugdeaths,243
12,Florida,FL,17,2014,drugdeaths,265
12,Florida,FL,17,2015,drugdeaths,330
12,Florida,FL,17,2016,drugdeaths,412
12,Florida,FL,17,2017,drugdeaths,546
12,Florida,FL,18,2010,drugdeaths,314
12,Florida,FL,18,2011,drugdeaths,287
12,Florida,FL,18,2012,drugdeaths,251
12,Florida,FL,18,2013,drugdeaths,302
12,Florida,FL,18,2014,drugdeaths,302
12,Florida,FL,18,2015,drugdeaths,396
12,Florida,FL,18,2016,drugdeaths,725
12,Florida,FL,18,2017,drugdeaths,745
12,Florida,FL,19,2010,drugdeaths,151
12,Florida,FL,19,2011,drugdeaths,140
12,Florida,FL,19,2012,drugdeaths,107
12,Florida,FL,19,2013,drugdeaths,95
12,Florida,FL,19,2014,drugdeaths,134
12,Florida,FL,19,2015,drugdeaths,156
12,Florida,FL,19,2016,drugdeaths,199
12,Florida,FL,19,2017,drugdeaths,298
12,Florida,FL,20,2010,drugdeaths,500
12,Florida,FL,20,2011,drugdeaths,453
12,Florida,FL,20,2012,drugdeaths,426
12,Florida,FL,20,2013,drugdeaths,437
12,Florida,FL,20,2014,drugdeaths,456
12,Florida,FL,20,2015,drugdeaths,599
12,Florida,FL,20,2016,drugdeaths,1118
12,Florida,FL,20,2017,drugdeaths,1171
12,Florida,FL,21,2010,drugdeaths,238
12,Florida,FL,21,2011,drugdeaths,211
12,Florida,FL,21,2012,drugdeaths,192
12,Florida,FL,21,2013,drugdeaths,238
12,Florida,FL,21,2014,drugdeaths,236
12,Florida,FL,21,2015,drugdeaths,319
12,Florida,FL,21,2016,drugdeaths,586
12,Florida,FL,21,2017,drugdeaths,616
12,Florida,FL,22,2010,drugdeaths,500
12,Florida,FL,22,2011,drugdeaths,453
12,Florida,FL,22,2012,drugdeaths,426
12,Florida,FL,22,2013,drugdeaths,437
12,Florida,FL,22,2014,drugdeaths,456
12,Florida,FL,22,2015,drugdeaths,599
12,Florida,FL,22,2016,drugdeaths,1118
12,Florida,FL,22,2017,drugdeaths,1171
12,Florida,FL,23,2010,drugdeaths,360
12,Florida,FL,23,2011,drugdeaths,365
12,Florida,FL,23,2012,drugdeaths,369
12,Florida,FL,23,2013,drugdeaths,312
12,Florida,FL,23,2014,drugdeaths,360
12,Florida,FL,23,2015,drugdeaths,483
12,Florida,FL,23,2016,drugdeaths,832
12,Florida,FL,23,2017,drugdeaths,880
12,Florida,FL,24,2010,drugdeaths,360
12,Florida,FL,24,2011,drugdeaths,365
12,Florida,FL,24,2012,drugdeaths,369
12,Florida,FL,24,2013,drugdeaths,312
12,Florida,FL,24,2014,drugdeaths,360
12,Florida,FL,24,2015,drugdeaths,483
12,Florida,FL,24,2016,drugdeaths,832
12,Florida,FL,24,2017,drugdeaths,880
12,Florida,FL,25,2010,drugdeaths,143
12,Florida,FL,25,2011,drugdeaths,167
12,Florida,FL,25,2012,drugdeaths,175
12,Florida,FL,25,2013,drugdeaths,147
12,Florida,FL,25,2014,drugdeaths,188
12,Florida,FL,25,2015,drugdeaths,257
12,Florida,FL,25,2016,drugdeaths,351
12,Florida,FL,25,2017,drugdeaths,391
12,Florida,FL,26,2010,drugdeaths,116
12,Florida,FL,26,2011,drugdeaths,147
12,Florida,FL,26,2012,drugdeaths,146
12,Florida,FL,26,2013,drugdeaths,125
12,Florida,FL,26,2014,drugdeaths,151
12,Florida,FL,26,2015,drugdeaths,223
12,Florida,FL,26,2016,drugdeaths,330
12,Florida,FL,26,2017,drugdeaths,344
12,Florida,FL,27,2010,drugdeaths,98
12,Florida,FL,27,2011,drugdeaths,123
12,Florida,FL,27,2012,drugdeaths,135
12,Florida,FL,27,2013,drugdeaths,113
12,Florida,FL,27,2014,drugdeaths,140
12,Florida,FL,27,2015,drugdeaths,203
12,Florida,FL,27,2016,drugdeaths,300
12,Florida,FL,27,2017,drugdeaths,325
13,Georgia,GA,1,2010,drugdeaths,26
13,Georgia,GA,1,2011,drugdeaths,35
13,Georgia,GA,1,2012,drugdeaths,37
13,Georgia,GA,1,2013,drugdeaths,49
13,Georgia,GA,1,2014,drugdeaths,41
13,Georgia,GA,1,2015,drugdeaths,28
13,Georgia,GA,1,2016,drugdeaths,59
13,Georgia,GA,1,2017,drugdeaths,65
13,Georgia,GA,2,2010,drugdeaths,41
13,Georgia,GA,2,2011,drugdeaths,41
13,Georgia,GA,2,2012,drugdeaths,44
13,Georgia,GA,2,2013,drugdeaths,31
13,Georgia,GA,2,2014,drugdeaths,36
13,Georgia,GA,2,2015,drugdeaths,31
13,Georgia,GA,2,2016,drugdeaths,33
13,Georgia,GA,2,2017,drugdeaths,45
13,Georgia,GA,3,2010,drugdeaths,74
13,Georgia,GA,3,2011,drugdeaths,119
13,Georgia,GA,3,2012,drugdeaths,90
13,Georgia,GA,3,2013,drugdeaths,70
13,Georgia,GA,3,2014,drugdeaths,113
13,Georgia,GA,3,2015,drugdeaths,120
13,Georgia,GA,3,2016,drugdeaths,122
13,Georgia,GA,3,2017,drugdeaths,146
13,Georgia,GA,4,2010,drugdeaths,103
13,Georgia,GA,4,2011,drugdeaths,118
13,Georgia,GA,4,2012,drugdeaths,112
13,Georgia,GA,4,2013,drugdeaths,120
13,Georgia,GA,4,2014,drugdeaths,130
13,Georgia,GA,4,2015,drugdeaths,204
13,Georgia,GA,4,2016,drugdeaths,186
13,Georgia,GA,4,2017,drugdeaths,199
13,Georgia,GA,5,2010,drugdeaths,173
13,Georgia,GA,5,2011,drugdeaths,166
13,Georgia,GA,5,2012,drugdeaths,176
13,Georgia,GA,5,2013,drugdeaths,181
13,Georgia,GA,5,2014,drugdeaths,218
13,Georgia,GA,5,2015,drugdeaths,251
13,Georgia,GA,5,2016,drugdeaths,260
13,Georgia,GA,5,2017,drugdeaths,276
13,Georgia,GA,6,2010,drugdeaths,213
13,Georgia,GA,6,2011,drugdeaths,221
13,Georgia,GA,6,2012,drugdeaths,227
13,Georgia,GA,6,2013,drugdeaths,266
13,Georgia,GA,6,2014,drugdeaths,319
13,Georgia,GA,6,2015,drugdeaths,335
13,Georgia,GA,6,2016,drugdeaths,364
13,Georgia,GA,6,2017,drugdeaths,388
13,Georgia,GA,7,2010,drugdeaths,76
13,Georgia,GA,7,2011,drugdeaths,74
13,Georgia,GA,7,2012,drugdeaths,65
13,Georgia,GA,7,2013,drugdeaths,78
13,Georgia,GA,7,2014,drugdeaths,90
13,Georgia,GA,7,2015,drugdeaths,137
13,Georgia,GA,7,2016,drugdeaths,102
13,Georgia,GA,7,2017,drugdeaths,127
13,Georgia,GA,8,2010,drugdeaths,30
13,Georgia,GA,8,2011,drugdeaths,20
13,Georgia,GA,8,2012,drugdeaths,10
13,Georgia,GA,8,2013,drugdeaths,28
13,Georgia,GA,8,2014,drugdeaths,25
13,Georgia,GA,8,2015,drugdeaths,33
13,Georgia,GA,8,2016,drugdeaths,42
13,Georgia,GA,8,2017,drugdeaths,46
13,Georgia,GA,9,2010,drugdeaths,73
13,Georgia,GA,9,2011,drugdeaths,79
13,Georgia,GA,9,2012,drugdeaths,64
13,Georgia,GA,9,2013,drugdeaths,83
13,Georgia,GA,9,2014,drugdeaths,77
13,Georgia,GA,9,2015,drugdeaths,86
13,Georgia,GA,9,2016,drugdeaths,81
13,Georgia,GA,9,2017,drugdeaths,111
13,Georgia,GA,10,2010,drugdeaths,127
13,Georgia,GA,10,2011,drugdeaths,120
13,Georgia,GA,10,2012,drugdeaths,127
13,Georgia,GA,10,2013,drugdeaths,137
13,Georgia,GA,10,2014,drugdeaths,148
13,Georgia,GA,10,2015,drugdeaths,190
13,Georgia,GA,10,2016,drugdeaths,200
13,Georgia,GA,10,2017,drugdeaths,209
13,Georgia,GA,11,2010,drugdeaths,218
13,Georgia,GA,11,2011,drugdeaths,218
13,Georgia,GA,11,2012,drugdeaths,217
13,Georgia,GA,11,2013,drugdeaths,274
13,Georgia,GA,11,2014,drugdeaths,317
13,Georgia,GA,11,2015,drugdeaths,328
13,Georgia,GA,11,2016,drugdeaths,358
13,Georgia,GA,11,2017,drugdeaths,376
13,Georgia,GA,12,2010,drugdeaths,54
13,Georgia,GA,12,2011,drugdeaths,36
13,Georgia,GA,12,2012,drugdeaths,48
13,Georgia,GA,12,2013,drugdeaths,31
13,Georgia,GA,12,2014,drugdeaths,45
13,Georgia,GA,12,2015,drugdeaths,63
13,Georgia,GA,12,2016,drugdeaths,68
13,Georgia,GA,12,2017,drugdeaths,102
13,Georgia,GA,13,2010,drugdeaths,233
13,Georgia,GA,13,2011,drugdeaths,256
13,Georgia,GA,13,2012,drugdeaths,237
13,Georgia,GA,13,2013,drugdeaths,285
13,Georgia,GA,13,2014,drugdeaths,350
13,Georgia,GA,13,2015,drugdeaths,342
13,Georgia,GA,13,2016,drugdeaths,382
13,Georgia,GA,13,2017,drugdeaths,416
13,Georgia,GA,14,2010,drugdeaths,128
13,Georgia,GA,14,2011,drugdeaths,103
13,Georgia,GA,14,2012,drugdeaths,103
13,Georgia,GA,14,2013,drugdeaths,56
13,Georgia,GA,14,2014,drugdeaths,88
13,Georgia,GA,14,2015,drugdeaths,70
13,Georgia,GA,14,2016,drugdeaths,112
13,Georgia,GA,14,2017,drugdeaths,90
15,Hawaii,HI,1,2010,drugdeaths,107
15,Hawaii,HI,1,2011,drugdeaths,115
15,Hawaii,HI,1,2012,drugdeaths,103
15,Hawaii,HI,1,2013,drugdeaths,111
15,Hawaii,HI,1,2014,drugdeaths,103
15,Hawaii,HI,1,2015,drugdeaths,121
15,Hawaii,HI,1,2016,drugdeaths,140
15,Hawaii,HI,1,2017,drugdeaths,148
15,Hawaii,HI,2,2010,drugdeaths,146
15,Hawaii,HI,2,2011,drugdeaths,176
15,Hawaii,HI,2,2012,drugdeaths,150
15,Hawaii,HI,2,2013,drugdeaths,155
15,Hawaii,HI,2,2014,drugdeaths,149
15,Hawaii,HI,2,2015,drugdeaths,161
15,Hawaii,HI,2,2016,drugdeaths,191
15,Hawaii,HI,2,2017,drugdeaths,194
16,Idaho,ID,1,2010,drugdeaths,80
16,Idaho,ID,1,2011,drugdeaths,83
16,Idaho,ID,1,2012,drugdeaths,70
16,Idaho,ID,1,2013,drugdeaths,88
16,Idaho,ID,1,2014,drugdeaths,111
16,Idaho,ID,1,2015,drugdeaths,85
16,Idaho,ID,1,2016,drugdeaths,107
16,Idaho,ID,1,2017,drugdeaths,120
16,Idaho,ID,2,2010,drugdeaths,94
16,Idaho,ID,2,2011,drugdeaths,99
16,Idaho,ID,2,2012,drugdeaths,79
16,Idaho,ID,2,2013,drugdeaths,120
16,Idaho,ID,2,2014,drugdeaths,128
16,Idaho,ID,2,2015,drugdeaths,102
16,Idaho,ID,2,2016,drugdeaths,136
16,Idaho,ID,2,2017,drugdeaths,123
17,Illinois,IL,1,2010,drugdeaths,550
17,Illinois,IL,1,2011,drugdeaths,582
17,Illinois,IL,1,2012,drugdeaths,691
17,Illinois,IL,1,2013,drugdeaths,707
17,Illinois,IL,1,2014,drugdeaths,710
17,Illinois,IL,1,2015,drugdeaths,799
17,Illinois,IL,1,2016,drugdeaths,1245
17,Illinois,IL,1,2017,drugdeaths,1386
17,Illinois,IL,2,2010,drugdeaths,562
17,Illinois,IL,2,2011,drugdeaths,597
17,Illinois,IL,2,2012,drugdeaths,691
17,Illinois,IL,2,2013,drugdeaths,728
17,Illinois,IL,2,2014,drugdeaths,733
17,Illinois,IL,2,2015,drugdeaths,815
17,Illinois,IL,2,2016,drugdeaths,1263
17,Illinois,IL,2,2017,drugdeaths,1420
17,Illinois,IL,3,2010,drugdeaths,625
17,Illinois,IL,3,2011,drugdeaths,670
17,Illinois,IL,3,2012,drugdeaths,801
17,Illinois,IL,3,2013,drugdeaths,801
17,Illinois,IL,3,2014,drugdeaths,801
17,Illinois,IL,3,2015,drugdeaths,911
17,Illinois,IL,3,2016,drugdeaths,1378
17,Illinois,IL,3,2017,drugdeaths,1534
17,Illinois,IL,4,2010,drugdeaths,488
17,Illinois,IL,4,2011,drugdeaths,503
17,Illinois,IL,4,2012,drugdeaths,615
17,Illinois,IL,4,2013,drugdeaths,628
17,Illinois,IL,4,2014,drugdeaths,622
17,Illinois,IL,4,2015,drugdeaths,697
17,Illinois,IL,4,2016,drugdeaths,1114
17,Illinois,IL,4,2017,drugdeaths,1235
17,Illinois,IL,5,2010,drugdeaths,563
17,Illinois,IL,5,2011,drugdeaths,591
17,Illinois,IL,5,2012,drugdeaths,725
17,Illinois,IL,5,2013,drugdeaths,722
17,Illinois,IL,5,2014,drugdeaths,713
17,Illinois,IL,5,2015,drugdeaths,809
17,Illinois,IL,5,2016,drugdeaths,1247
17,Illinois,IL,5,2017,drugdeaths,1383
17,Illinois,IL,6,2010,drugdeaths,730
17,Illinois,IL,6,2011,drugdeaths,761
17,Illinois,IL,6,2012,drugdeaths,908
17,Illinois,IL,6,2013,drugdeaths,873
17,Illinois,IL,6,2014,drugdeaths,876
17,Illinois,IL,6,2015,drugdeaths,967
17,Illinois,IL,6,2016,drugdeaths,1457
17,Illinois,IL,6,2017,drugdeaths,1654
17,Illinois,IL,7,2010,drugdeaths,488
17,Illinois,IL,7,2011,drugdeaths,503
17,Illinois,IL,7,2012,drugdeaths,615
17,Illinois,IL,7,2013,drugdeaths,628
17,Illinois,IL,7,2014,drugdeaths,622
17,Illinois,IL,7,2015,drugdeaths,697
17,Illinois,IL,7,2016,drugdeaths,1114
17,Illinois,IL,7,2017,drugdeaths,1235
17,Illinois,IL,8,2010,drugdeaths,595
17,Illinois,IL,8,2011,drugdeaths,641
17,Illinois,IL,8,2012,drugdeaths,777
17,Illinois,IL,8,2013,drugdeaths,770
17,Illinois,IL,8,2014,drugdeaths,756
17,Illinois,IL,8,2015,drugdeaths,847
17,Illinois,IL,8,2016,drugdeaths,1310
17,Illinois,IL,8,2017,drugdeaths,1474
17,Illinois,IL,9,2010,drugdeaths,488
17,Illinois,IL,9,2011,drugdeaths,503
17,Illinois,IL,9,2012,drugdeaths,615
17,Illinois,IL,9,2013,drugdeaths,628
17,Illinois,IL,9,2014,drugdeaths,622
17,Illinois,IL,9,2015,drugdeaths,697
17,Illinois,IL,9,2016,drugdeaths,1114
17,Illinois,IL,9,2017,drugdeaths,1235
17,Illinois,IL,10,2010,drugdeaths,583
17,Illinois,IL,10,2011,drugdeaths,590
17,Illinois,IL,10,2012,drugdeaths,700
17,Illinois,IL,10,2013,drugdeaths,696
17,Illinois,IL,10,2014,drugdeaths,703
17,Illinois,IL,10,2015,drugdeaths,771
17,Illinois,IL,10,2016,drugdeaths,1205
17,Illinois,IL,10,2017,drugdeaths,1331
17,Illinois,IL,11,2010,drugdeaths,657
17,Illinois,IL,11,2011,drugdeaths,731
17,Illinois,IL,11,2012,drugdeaths,863
17,Illinois,IL,11,2013,drugdeaths,862
17,Illinois,IL,11,2014,drugdeaths,854
17,Illinois,IL,11,2015,drugdeaths,949
17,Illinois,IL,11,2016,drugdeaths,1467
17,Illinois,IL,11,2017,drugdeaths,1642
17,Illinois,IL,12,2010,drugdeaths,117
17,Illinois,IL,12,2011,drugdeaths,105
17,Illinois,IL,12,2012,drugdeaths,120
17,Illinois,IL,12,2013,drugdeaths,91
17,Illinois,IL,12,2014,drugdeaths,177
17,Illinois,IL,12,2015,drugdeaths,140
17,Illinois,IL,12,2016,drugdeaths,153
17,Illinois,IL,12,2017,drugdeaths,206
17,Illinois,IL,13,2010,drugdeaths,109
17,Illinois,IL,13,2011,drugdeaths,117
17,Illinois,IL,13,2012,drugdeaths,154
17,Illinois,IL,13,2013,drugdeaths,122
17,Illinois,IL,13,2014,drugdeaths,190
17,Illinois,IL,13,2015,drugdeaths,191
17,Illinois,IL,13,2016,drugdeaths,180
17,Illinois,IL,13,2017,drugdeaths,249
17,Illinois,IL,14,2010,drugdeaths,304
17,Illinois,IL,14,2011,drugdeaths,359
17,Illinois,IL,14,2012,drugdeaths,389
17,Illinois,IL,14,2013,drugdeaths,337
17,Illinois,IL,14,2014,drugdeaths,352
17,Illinois,IL,14,2015,drugdeaths,372
17,Illinois,IL,14,2016,drugdeaths,517
17,Illinois,IL,14,2017,drugdeaths,607
17,Illinois,IL,15,2010,drugdeaths,103
17,Illinois,IL,15,2011,drugdeaths,79
17,Illinois,IL,15,2012,drugdeaths,93
17,Illinois,IL,15,2013,drugdeaths,81
17,Illinois,IL,15,2014,drugdeaths,135
17,Illinois,IL,15,2015,drugdeaths,131
17,Illinois,IL,15,2016,drugdeaths,129
17,Illinois,IL,15,2017,drugdeaths,155
17,Illinois,IL,16,2010,drugdeaths,149
17,Illinois,IL,16,2011,drugdeaths,155
17,Illinois,IL,16,2012,drugdeaths,215
17,Illinois,IL,16,2013,drugdeaths,195
17,Illinois,IL,16,2014,drugdeaths,211
17,Illinois,IL,16,2015,drugdeaths,238
17,Illinois,IL,16,2016,drugdeaths,313
17,Illinois,IL,16,2017,drugdeaths,341
17,Illinois,IL,17,2010,drugdeaths,113
17,Illinois,IL,17,2011,drugdeaths,109
17,Illinois,IL,17,2012,drugdeaths,153
17,Illinois,IL,17,2013,drugdeaths,149
17,Illinois,IL,17,2014,drugdeaths,161
17,Illinois,IL,17,2015,drugdeaths,182
17,Illinois,IL,17,2016,drugdeaths,184
17,Illinois,IL,17,2017,drugdeaths,230
17,Illinois,IL,18,2010,drugdeaths,67
17,Illinois,IL,18,2011,drugdeaths,91
17,Illinois,IL,18,2012,drugdeaths,119
17,Illinois,IL,18,2013,drugdeaths,86
17,Illinois,IL,18,2014,drugdeaths,121
17,Illinois,IL,18,2015,drugdeaths,145
17,Illinois,IL,18,2016,drugdeaths,124
17,Illinois,IL,18,2017,drugdeaths,181
18,Indiana,IN,1,2010,drugdeaths,64
18,Indiana,IN,1,2011,drugdeaths,71
18,Indiana,IN,1,2012,drugdeaths,84
18,Indiana,IN,1,2013,drugdeaths,109
18,Indiana,IN,1,2014,drugdeaths,115
18,Indiana,IN,1,2015,drugdeaths,118
